player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Averias,PRIEST,675,0,841,-101
Aviende,PALADIN,185,0,185,0
Banktox,WARRIOR,0,0,0,0
Bubblann,PRIEST,152,0,365,-169
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,187,0,334,-95
Choomah,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,0,0,0,0
Crownedclown,ROGUE,445,0,791,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,365,0,751,-76
Cudtastic,WARLOCK,56,0,135,-35
Cudtonic,WARRIOR,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,500,0,742,-226
Darnella,ROGUE,352,0,771,-405
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,608,0,701,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,135,0,140,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,238,0,238,0
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,164,0,791,-612
Gzeh,PRIEST,246,0,562,-302
Haoni,MAGE,180,0,664,-470
He,MAGE,0,0,0,0
Hense,HUNTER,311,0,711,-321
Hepburn,WARLOCK,60,0,60,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,421,0,706,-266
Hubba,WARRIOR,444,0,770,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,381,0,701,-279
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,238,0,238,0
Kru,MAGE,378,0,781,-389
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,150,0,442,-278
Lepa,WARLOCK,0,0,46,0
Leptir,MAGE,0,0,0,0
Liaza,PALADIN,0,0,0,0
Ligmas,WARLOCK,0,0,0,0
Littlebubble,MAGE,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,458,0,685,-177
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,296,0,322,-11
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,329,0,414,-69
Naaldlooshii,WARLOCK,95,0,128,-33
Nensi,PRIEST,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,225,0,602,-338
Nykurin,PRIEST,0,0,0,0
Orymo,PRIEST,324,0,346,-6
Ozzyian,WARRIOR,365,0,721,-337
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,109,0,174,-1
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,20,0,20,0
Ravenheart,HUNTER,0,0,0,0
Reptil,WARRIOR,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,506,0,871,-251
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,86,0,88,-2
Saarge,WARRIOR,188,0,188,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,38,0,38,0
Shiverra,WARLOCK,106,0,162,-11
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,0,0,232,-3
Splclv,MAGE,0,0,0,0
Starac,HUNTER,110,0,425,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,410,0,571,-141
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,40,0,40,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,323,0,691,-353
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uhljeb,MAGE,0,0,0,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,151,0,1166,-487
Wariu,WARRIOR,158,0,746,-485
Weirdy,MAGE,143,0,755,-496
Wiedzmín,HUNTER,168,0,168,0
Xedulus,WARLOCK,84,0,433,-304
Xufa,WARLOCK,0,0,0,0
Zacoo,WARRIOR,508,0,552,-30
Zarpe,HUNTER,0,0,46,0
