player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Akizeta,DRUID,0,0,0,0
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Avatari,MAGE,40,0,226,-186
Averias,PRIEST,1106,0,1384,-203
Aviende,PALADIN,652,0,736,-74
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,20,0,20,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,49,0,50,-1
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,408,0,885,-415
Cllicky,ROGUE,0,0,0,0
Clownedcrown,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Colejones,PRIEST,358,0,401,-43
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,54,0,78,-24
Crownedclown,ROGUE,924,0,1284,-266
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,885,0,1284,-89
Cudtastic,WARLOCK,56,0,135,-35
Cydriel,HUNTER,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,705,0,1324,-595
Defrag,MAGE,97,0,543,-432
Defraq,ROGUE,0,0,0,0
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,1151,0,1254,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,313,0,320,-5
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,660,0,671,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,420,0,1324,-889
Gzeh,PRIEST,777,0,1115,-314
Hadroval,WARRIOR,0,0,0,0
Haoni,MAGE,250,0,1195,-931
He,MAGE,0,0,0,0
Hellblazer,HUNTER,449,0,451,-2
Hense,HUNTER,762,0,1162,-321
Hepburn,WARLOCK,80,0,80,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,912,0,1219,-277
Hubba,WARRIOR,513,0,1281,-729
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Joneswayne,WARLOCK,0,0,0,0
Kallurin,MAGE,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,684,0,1224,-499
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,771,0,781,0
Kru,MAGE,118,0,1334,-1192
Kutta,ROGUE,0,0,0,0
Legendasn,WARLOCK,0,0,0,0
Legendsn,MAGE,532,0,995,-429
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,40,0,40,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,927,0,1158,-181
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,709,0,875,-141
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,157,0,927,-744
Naaldlooshii,WARLOCK,155,0,681,-516
Nensi,PRIEST,20,0,20,0
Neragoul,WARRIOR,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,626,0,1075,-400
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,646,0,771,-99
Ozzyian,WARRIOR,877,0,1274,-368
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,600,0,727,-47
Perfolion,PRIEST,0,0,46,0
Piu,MAGE,185,0,226,-41
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Qnt,MAGE,212,0,226,-14
Ragnvald,WARRIOR,30,0,30,0
Rahaukko,WARRIOR,0,0,0,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,1032,0,1424,-268
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,420,0,485,-64
Saarge,WARRIOR,691,0,701,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,459,0,591,-122
Shiverra,WARLOCK,467,0,529,-17
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Snootles,PRIEST,0,0,0,0
Spaceout,ROGUE,22,0,254,-3
Starac,HUNTER,150,0,465,-127
Sturdysock,WARRIOR,0,0,0,0
Swoly,PALADIN,0,0,0,0
Synkou,HUNTER,744,0,916,-142
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,138,0,152,-4
Tinykitty,MAGE,0,0,0,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tommo,PRIEST,332,0,439,-107
Tomte,PRIEST,799,0,1244,-420
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Twentytwenty,MAGE,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Velesa,ROGUE,0,0,0,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,646,0,1689,-505
Wariu,WARRIOR,701,0,1299,-485
Waynejones,MAGE,0,0,0,0
Weirdy,MAGE,602,0,1268,-540
Wiedzmín,HUNTER,386,0,611,-225
Xedulus,WARLOCK,84,0,433,-304
Xfiles,ROGUE,0,0,0,0
Zacoo,WARRIOR,645,0,1255,-586
Zarpe,HUNTER,0,0,46,0
