player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Averias,PRIEST,715,0,993,-203
Aviende,PALADIN,269,0,345,-66
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,20,0,20,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,49,0,50,-1
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,120,0,494,-312
Coilnova,MAGE,0,0,46,0
Colejones,PRIEST,88,0,90,-2
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,54,0,78,-24
Crownedclown,ROGUE,536,0,893,-263
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,507,0,893,-76
Cudtastic,WARLOCK,56,0,135,-35
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,501,0,933,-408
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,760,0,863,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,195,0,200,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,349,0,360,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,130,0,933,-788
Gzeh,PRIEST,396,0,724,-304
Haoni,MAGE,314,0,804,-476
He,MAGE,0,0,0,0
Hellblazer,HUNTER,60,0,60,0
Hense,HUNTER,443,0,843,-321
Hepburn,WARLOCK,80,0,80,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,571,0,868,-268
Hubba,WARRIOR,552,0,890,-299
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,407,0,833,-385
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,380,0,390,0
Kru,MAGE,528,0,943,-391
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,232,0,604,-348
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,598,0,827,-179
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,322,0,484,-137
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,436,0,536,-74
Naaldlooshii,WARLOCK,236,0,290,-44
Nensi,PRIEST,20,0,20,0
Neragoul,WARRIOR,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,336,0,724,-339
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,382,0,506,-98
Ozzyian,WARRIOR,494,0,873,-350
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,217,0,336,-39
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,30,0,30,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,644,0,1033,-265
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,138,0,140,-2
Saarge,WARRIOR,300,0,310,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,188,0,200,-2
Shiverra,WARLOCK,242,0,304,-17
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,22,0,254,-3
Starac,HUNTER,110,0,425,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,519,0,691,-142
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,69,0,80,-1
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tommo,PRIEST,48,0,48,0
Tomte,PRIEST,418,0,853,-410
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,256,0,1298,-504
Wariu,WARRIOR,310,0,908,-485
Waynejones,MAGE,0,0,0,0
Weirdy,MAGE,254,0,877,-497
Wiedzmín,HUNTER,260,0,260,0
Xedulus,WARLOCK,84,0,433,-304
Zacoo,WARRIOR,505,0,864,-335
Zarpe,HUNTER,0,0,46,0
Legendasn,WARLOCK,0,0,0,0
