player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Averias,PRIEST,637,0,803,-101
Aviende,PALADIN,0,0,0,0
Banktox,WARRIOR,0,0,0,0
Bubblann,PRIEST,152,0,365,-169
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,187,0,334,-95
Choomah,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Crownedclown,ROGUE,407,0,753,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,328,0,713,-75
Cudtastic,WARLOCK,56,0,135,-35
Cudtonic,WARRIOR,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,462,0,704,-226
Darnella,ROGUE,314,0,733,-405
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,570,0,663,-79
Dotje,WARLOCK,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,135,0,140,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,200,0,200,0
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,127,0,753,-611
Gzeh,PRIEST,208,0,524,-302
Haoni,MAGE,180,0,664,-470
He,MAGE,0,0,0,0
Hense,HUNTER,283,0,683,-321
Hepburn,WARLOCK,60,0,60,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,383,0,668,-266
Hubba,WARRIOR,444,0,770,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,344,0,663,-278
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,200,0,200,0
Kru,MAGE,340,0,743,-389
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,212,0,404,-178
Lepa,WARLOCK,0,0,46,0
Leptir,MAGE,0,0,0,0
Liaza,PALADIN,0,0,0,0
Ligmas,WARLOCK,0,0,0,0
Littlebubble,MAGE,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,420,0,647,-177
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,260,0,284,-10
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,291,0,376,-69
Naaldlooshii,WARLOCK,85,0,90,-5
Nensi,PRIEST,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,187,0,564,-338
Nykurin,PRIEST,0,0,0,0
Orymo,PRIEST,324,0,346,-6
Ozzyian,WARRIOR,327,0,683,-337
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,71,0,136,-1
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,20,0,20,0
Ravenheart,HUNTER,0,0,0,0
Reptil,WARRIOR,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,468,0,833,-251
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,50,0,50,0
Saarge,WARRIOR,150,0,150,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Shiverra,WARLOCK,72,0,124,-7
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,147,0,194,-3
Splclv,MAGE,0,0,0,0
Starac,HUNTER,110,0,425,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,410,0,571,-141
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,30,0,30,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,446,0,653,-192
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uhljeb,MAGE,0,0,0,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,168,0,1128,-432
Wariu,WARRIOR,121,0,708,-484
Weirdy,MAGE,110,0,717,-491
Wiedzmín,HUNTER,130,0,130,0
Xedulus,WARLOCK,84,0,433,-304
Xufa,WARLOCK,0,0,0,0
Zacoo,WARRIOR,470,0,514,-30
Zarpe,HUNTER,0,0,46,0
