player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Aramithis,WARRIOR,0,0,46,0
Arcatir,WARLOCK,0,0,46,0
Ashertmarn,PALADIN,0,0,0,0
Averias,PRIEST,547,0,713,-101
Banktox,WARRIOR,0,0,0,0
Broccoli,WARLOCK,0,0,46,0
Bubblann,PRIEST,152,0,365,-169
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,106,0,244,-94
Chaostone,WARLOCK,0,0,46,0
Choomah,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Crownedclown,ROGUE,317,0,663,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,243,0,623,-70
Cudtastic,WARLOCK,56,0,135,-35
Cudtonic,WARRIOR,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,376,0,614,-222
Darkzera,PRIEST,0,0,46,0
Darnella,ROGUE,324,0,643,-305
Deathu,MAGE,10,0,354,-300
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,481,0,573,-78
Dira,WARRIOR,0,0,44,0
Dotje,WARLOCK,0,0,0,0
Dviper,WARRIOR,0,0,46,0
Eithné,HUNTER,19,0,265,-195
Elbossos,HUNTER,0,0,46,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,87,0,90,-3
Estroguen,ROGUE,0,0,46,0
Eury,PRIEST,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frosthound,MAGE,0,0,46,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,110,0,110,0
Galisa,PRIEST,250,0,403,-109
Gnomesommar,WARRIOR,0,0,46,0
Gorgeousddm,MAGE,0,0,46,0
Grindr,WARLOCK,39,0,84,-1
Gustu,MAGE,92,0,663,-556
Gwenlock,WARLOCK,0,0,44,0
Gzeh,PRIEST,118,0,434,-302
Haoni,MAGE,237,0,574,-323
He,MAGE,0,0,0,0
Hense,HUNTER,204,0,603,-320
Hepburn,WARLOCK,40,0,40,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,295,0,578,-264
Hubba,WARRIOR,354,0,680,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Jonescole,WARLOCK,0,0,0,0
Joyy,PRIEST,0,0,46,0
Justdrama,WARRIOR,0,0,46,0
Kembe,MAGE,0,0,46,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,335,0,573,-197
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,110,0,110,0
Kru,MAGE,250,0,653,-389
Kutta,ROGUE,0,0,0,0
Laxheus,ROGUE,0,0,46,0
Legendsn,MAGE,132,0,324,-178
Lepa,WARLOCK,0,0,46,0
Leptir,MAGE,0,0,0,0
Liaza,PALADIN,0,0,0,0
Ligmas,WARLOCK,0,0,0,0
Lilth,MAGE,0,0,46,0
Littlebubble,MAGE,0,0,0,0
Lullek,HUNTER,0,0,46,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,330,0,557,-177
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,182,0,204,-8
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Moongrace,HUNTER,253,0,286,-17
Moralez,PRIEST,30,0,44,0
Naaldlooshii,WARLOCK,0,0,0,0
Necrofml,PALADIN,0,0,46,0
Nellx,HUNTER,0,0,46,0
Nensi,PRIEST,0,0,0,0
Neymad,MAGE,39,0,276,-186
Nickot,WARLOCK,0,0,46,0
Nuada,HUNTER,0,0,46,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,102,0,474,-333
Orymo,PRIEST,235,0,256,-5
Ozzyian,WARRIOR,337,0,653,-297
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,0,0,46,0
Perfolion,PRIEST,0,0,46,0
Petergodlike,PALADIN,495,0,524,-15
Powerranger,PALADIN,176,0,504,-240
Pyrotype,WARLOCK,0,0,44,0
Raixx,WARRIOR,0,0,46,0
Ravenheart,HUNTER,0,0,0,0
Reptil,WARRIOR,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,379,0,743,-250
Ripulisukka,MAGE,0,0,44,0
Saarge,WARRIOR,60,0,60,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Shiverra,WARLOCK,28,0,74,-2
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Sljoker,ROGUE,0,0,46,0
Spaceout,ROGUE,60,0,104,0
Splclv,MAGE,0,0,0,0
Srbcrazy,PALADIN,0,0,46,0
Starac,HUNTER,110,0,425,-127
Syda,WARRIOR,0,0,46,0
Synkou,HUNTER,410,0,571,-141
Taria,MAGE,0,0,46,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,358,0,563,-190
Toxxy,WARRIOR,0,0,44,0
Tyrandela,DRUID,0,0,46,0
Uhljeb,MAGE,0,0,0,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,95,0,393,-284
Vindizle,ROGUE,469,0,1038,-41
Wariu,WARRIOR,160,0,618,-355
Weirdy,MAGE,107,0,627,-404
Wiedzmín,HUNTER,80,0,80,0
Wotafak,WARLOCK,0,0,46,0
Xedulus,WARLOCK,84,0,433,-304
Xufa,WARLOCK,0,0,0,0
Yaeji,HUNTER,0,0,46,0
Zacoo,WARRIOR,390,0,424,-20
Zaldivar,PALADIN,123,0,265,-43
Zarpe,HUNTER,0,0,46,0
