player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Avatari,MAGE,100,0,100,0
Averias,PRIEST,980,0,1258,-203
Aviende,PALADIN,528,0,610,-72
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,20,0,20,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,49,0,50,-1
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,283,0,759,-414
Coilnova,MAGE,0,0,46,0
Colejones,PRIEST,313,0,355,-42
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,54,0,78,-24
Crownedclown,ROGUE,800,0,1158,-264
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,761,0,1158,-87
Cudtastic,WARLOCK,56,0,135,-35
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,612,0,1198,-562
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,1025,0,1128,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,234,0,240,-4
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,574,0,585,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,294,0,1198,-889
Gzeh,PRIEST,651,0,989,-314
Haoni,MAGE,124,0,1069,-931
He,MAGE,0,0,0,0
Hellblazer,HUNTER,325,0,325,0
Hense,HUNTER,676,0,1076,-321
Hepburn,WARLOCK,80,0,80,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,829,0,1133,-275
Hubba,WARRIOR,817,0,1155,-299
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,561,0,1098,-496
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,645,0,655,0
Kru,MAGE,793,0,1208,-391
Kutta,ROGUE,0,0,0,0
Legendasn,WARLOCK,0,0,0,0
Legendsn,MAGE,486,0,869,-349
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,40,0,40,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,802,0,1032,-180
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,584,0,749,-140
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,86,0,801,-689
Naaldlooshii,WARLOCK,32,0,555,-513
Nensi,PRIEST,20,0,20,0
Neragoul,WARRIOR,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,540,0,989,-400
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,646,0,771,-99
Ozzyian,WARRIOR,758,0,1148,-361
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,420,0,541,-41
Perfolion,PRIEST,0,0,46,0
Piu,MAGE,100,0,100,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Qnt,MAGE,98,0,100,-2
Ragnvald,WARRIOR,30,0,30,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,908,0,1298,-266
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,354,0,405,-51
Saarge,WARRIOR,565,0,575,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,453,0,465,-2
Shiverra,WARLOCK,407,0,469,-17
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,22,0,254,-3
Starac,HUNTER,150,0,465,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,684,0,856,-142
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,101,0,112,-1
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tommo,PRIEST,312,0,313,-1
Tomte,PRIEST,673,0,1118,-420
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,521,0,1563,-504
Wariu,WARRIOR,575,0,1173,-485
Waynejones,MAGE,0,0,0,0
Weirdy,MAGE,476,0,1142,-540
Wiedzmín,HUNTER,420,0,525,-105
Xedulus,WARLOCK,84,0,433,-304
Zacoo,WARRIOR,520,0,1129,-585
Zarpe,HUNTER,0,0,46,0
