player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Averias,PRIEST,707,0,873,-101
Aviende,PALADIN,159,0,225,-66
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,0,0,0,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,0,0,0,0
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,222,0,374,-100
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,27,0,28,-1
Crownedclown,ROGUE,477,0,823,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,407,0,793,-76
Cudtastic,WARLOCK,56,0,135,-35
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,392,0,813,-407
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,650,0,743,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,135,0,140,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,279,0,280,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,30,0,833,-788
Gzeh,PRIEST,288,0,604,-302
Haoni,MAGE,220,0,704,-470
He,MAGE,0,0,0,0
Hense,HUNTER,353,0,753,-321
Hepburn,WARLOCK,60,0,60,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,463,0,748,-266
Hubba,WARRIOR,484,0,810,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,317,0,743,-385
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,280,0,280,0
Kru,MAGE,420,0,823,-389
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,162,0,484,-308
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,500,0,727,-177
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,336,0,364,-13
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,366,0,456,-74
Naaldlooshii,WARLOCK,137,0,170,-33
Nensi,PRIEST,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,267,0,644,-338
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,274,0,386,-96
Ozzyian,WARRIOR,407,0,763,-337
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,120,0,216,-32
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,30,0,30,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,548,0,913,-251
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,128,0,130,-2
Saarge,WARRIOR,230,0,230,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,80,0,80,0
Shiverra,WARLOCK,146,0,204,-13
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,2,0,234,-3
Starac,HUNTER,110,0,425,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,420,0,581,-141
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,40,0,40,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,310,0,733,-408
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,148,0,1178,-502
Wariu,WARRIOR,200,0,788,-485
Weirdy,MAGE,145,0,757,-496
Wiedzmín,HUNTER,210,0,210,0
Xedulus,WARLOCK,84,0,433,-304
Zacoo,WARRIOR,395,0,744,-335
Zarpe,HUNTER,0,0,46,0
