player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Averias,PRIEST,577,0,743,-101
Banktox,WARRIOR,0,0,0,0
Bubblann,PRIEST,152,0,365,-169
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,136,0,274,-94
Choomah,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Crownedclown,ROGUE,347,0,693,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,273,0,653,-70
Cudtastic,WARLOCK,56,0,135,-35
Cudtonic,WARRIOR,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,406,0,644,-222
Darnella,ROGUE,354,0,673,-305
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,510,0,603,-79
Dotje,WARLOCK,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,115,0,120,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,140,0,140,0
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,122,0,693,-556
Gzeh,PRIEST,148,0,464,-302
Haoni,MAGE,120,0,604,-470
He,MAGE,0,0,0,0
Hense,HUNTER,233,0,633,-321
Hepburn,WARLOCK,40,0,40,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,324,0,608,-265
Hubba,WARRIOR,384,0,710,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,350,0,603,-212
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,140,0,140,0
Kru,MAGE,280,0,683,-389
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,162,0,354,-178
Lepa,WARLOCK,0,0,46,0
Leptir,MAGE,0,0,0,0
Liaza,PALADIN,0,0,0,0
Ligmas,WARLOCK,0,0,0,0
Littlebubble,MAGE,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,360,0,587,-177
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,212,0,234,-8
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,282,0,316,-18
Naaldlooshii,WARLOCK,28,0,30,-2
Nensi,PRIEST,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,127,0,504,-338
Orymo,PRIEST,265,0,286,-5
Ozzyian,WARRIOR,327,0,683,-337
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,12,0,76,0
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,176,0,504,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,0,0,0,0
Ravenheart,HUNTER,0,0,0,0
Reptil,WARRIOR,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,408,0,773,-251
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Saarge,WARRIOR,90,0,90,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Shiverra,WARLOCK,28,0,74,-2
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,89,0,134,-1
Splclv,MAGE,0,0,0,0
Starac,HUNTER,110,0,425,-127
Synkou,HUNTER,410,0,571,-141
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,0,0,0,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,386,0,593,-192
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uhljeb,MAGE,0,0,0,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,95,0,393,-284
Vindizle,ROGUE,493,0,1068,-47
Wariu,WARRIOR,187,0,648,-358
Weirdy,MAGE,52,0,657,-489
Wiedzmín,HUNTER,80,0,80,0
Xedulus,WARLOCK,84,0,433,-304
Xufa,WARLOCK,0,0,0,0
Zacoo,WARRIOR,410,0,454,-30
Zarpe,HUNTER,0,0,46,0
