player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Averias,PRIEST,587,0,753,-101
Banktox,WARRIOR,0,0,0,0
Bubblann,PRIEST,152,0,365,-169
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,146,0,284,-94
Choomah,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Consecratus,PALADIN,317,0,553,-216
Crownedclown,ROGUE,357,0,703,-262
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,283,0,663,-70
Cudtastic,WARLOCK,56,0,135,-35
Cudtonic,WARRIOR,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,416,0,654,-222
Darnella,ROGUE,364,0,683,-305
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,520,0,613,-79
Dotje,WARLOCK,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,115,0,120,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,150,0,150,0
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,132,0,703,-556
Gzeh,PRIEST,158,0,474,-302
Haoni,MAGE,130,0,614,-470
He,MAGE,0,0,0,0
Hense,HUNTER,233,0,633,-321
Hepburn,WARLOCK,40,0,40,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,334,0,618,-265
Hubba,WARRIOR,394,0,720,-297
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,360,0,613,-212
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,150,0,150,0
Kru,MAGE,290,0,693,-389
Kutta,ROGUE,0,0,0,0
Legendsn,MAGE,162,0,354,-178
Lepa,WARLOCK,0,0,46,0
Leptir,MAGE,0,0,0,0
Liaza,PALADIN,0,0,0,0
Ligmas,WARLOCK,0,0,0,0
Littlebubble,MAGE,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,370,0,597,-177
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,212,0,234,-8
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,292,0,326,-18
Naaldlooshii,WARLOCK,37,0,40,-3
Nensi,PRIEST,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,137,0,514,-338
Orymo,PRIEST,275,0,296,-5
Ozzyian,WARRIOR,327,0,683,-337
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,22,0,86,0
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,176,0,504,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,0,0,0,0
Ravenheart,HUNTER,0,0,0,0
Reptil,WARRIOR,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,418,0,783,-251
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Saarge,WARRIOR,100,0,100,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Shiverra,WARLOCK,28,0,74,-2
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,98,0,144,-2
Splclv,MAGE,0,0,0,0
Starac,HUNTER,110,0,425,-127
Synkou,HUNTER,410,0,571,-141
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,10,0,10,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tomte,PRIEST,396,0,603,-192
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uhljeb,MAGE,0,0,0,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,95,0,393,-284
Vindizle,ROGUE,118,0,1078,-432
Wariu,WARRIOR,196,0,658,-359
Weirdy,MAGE,62,0,667,-489
Wiedzmín,HUNTER,80,0,80,0
Xedulus,WARLOCK,84,0,433,-304
Xufa,WARLOCK,0,0,0,0
Zacoo,WARRIOR,420,0,464,-30
Zarpe,HUNTER,0,0,46,0
