player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Akizeta,DRUID,0,0,0,0
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Avatari,MAGE,126,0,312,-186
Averias,PRIEST,1192,0,1470,-203
Aviende,PALADIN,486,0,822,-326
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,20,0,20,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,49,0,50,-1
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,494,0,971,-415
Cllicky,ROGUE,0,0,0,0
Clownedcrown,WARRIOR,0,0,0,0
Coilnova,MAGE,0,0,46,0
Colejones,PRIEST,434,0,477,-43
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,54,0,78,-24
Crownedclown,ROGUE,1010,0,1370,-266
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,821,0,1370,-239
Cudtastic,WARLOCK,56,0,135,-35
Cydriel,HUNTER,0,0,0,0
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,791,0,1410,-595
Defrag,MAGE,97,0,543,-432
Defraq,ROGUE,0,0,0,0
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,1237,0,1340,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,341,0,350,-7
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,716,0,727,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,506,0,1410,-889
Gzeh,PRIEST,778,0,1201,-399
Hadroval,WARRIOR,0,0,0,0
Haoni,MAGE,336,0,1281,-931
He,MAGE,0,0,0,0
Hellblazer,HUNTER,525,0,537,-12
Hense,HUNTER,986,0,1386,-321
Hepburn,WARLOCK,80,0,90,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,998,0,1305,-277
Hubba,WARRIOR,559,0,1327,-729
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Joneswayne,WARLOCK,0,0,0,0
Kallurin,MAGE,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,758,0,1298,-499
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,847,0,857,0
Kru,MAGE,204,0,1420,-1192
Kutta,ROGUE,0,0,10,0
Legendasn,WARLOCK,601,0,1136,-3
Legendsn,MAGE,0,0,1569,-429
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,40,0,40,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,1003,0,1234,-181
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,795,0,961,-141
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,187,0,957,-744
Naaldlooshii,WARLOCK,236,0,767,-521
Nensi,PRIEST,20,0,20,0
Neragoul,WARRIOR,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,596,0,1161,-516
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,655,0,781,-100
Ozzyian,WARRIOR,913,0,1360,-418
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,685,0,813,-48
Perfolion,PRIEST,0,0,46,0
Piu,MAGE,263,0,312,-49
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Qnt,MAGE,288,0,302,-14
Ragnvald,WARRIOR,30,0,30,0
Rahaukko,WARRIOR,0,0,0,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,1112,0,1510,-274
Ribbiti,MAGE,0,0,10,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,430,0,495,-64
Saarge,WARRIOR,747,0,757,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,40,0,40,0
Sanslos,WARRIOR,505,0,637,-122
Shiverra,WARLOCK,467,0,529,-17
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Snootles,PRIEST,0,0,0,0
Spaceout,ROGUE,22,0,254,-3
Starac,HUNTER,150,0,465,-127
Sturdysock,WARRIOR,0,0,10,0
Swoly,PALADIN,0,0,0,0
Synkou,HUNTER,744,0,916,-142
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,0,0,162,-4
Tinykitty,MAGE,0,0,0,0
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tommo,PRIEST,418,0,525,-107
Tomte,PRIEST,875,0,1330,-430
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Twentytwenty,MAGE,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Velesa,ROGUE,0,0,10,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,732,0,1775,-505
Wariu,WARRIOR,744,0,1385,-528
Waynejones,MAGE,0,0,0,0
Weirdy,MAGE,688,0,1354,-540
Wiedzmín,HUNTER,446,0,687,-241
Xedulus,WARLOCK,84,0,433,-304
Xfiles,ROGUE,0,0,0,0
Zacoo,WARRIOR,312,0,1341,-586
Zarpe,HUNTER,0,0,46,0
Zizzix,WARLOCK,0,0,0,0
