player, class, DKP, previousDKP, lifetimeGained, lifetimeSpent
Ashertmarn,PALADIN,0,0,0,0
Assra,WARLOCK,0,0,0,0
Averias,PRIEST,880,0,1158,-203
Aviende,PALADIN,434,0,510,-66
Banktox,WARRIOR,0,0,0,0
Bh,DRUID,20,0,20,0
Bubblann,PRIEST,152,0,365,-169
Bubblewaffle,PALADIN,49,0,50,-1
Buzzbox,ROGUE,0,0,0,0
Carlosmanson,MAGE,0,0,0,0
Carpetlamp,MAGE,285,0,659,-312
Coilnova,MAGE,0,0,46,0
Colejones,PRIEST,213,0,255,-42
Consecratus,PALADIN,317,0,553,-216
Cptburcea,PALADIN,54,0,78,-24
Crownedclown,ROGUE,700,0,1058,-264
Crownedcrow,MAGE,0,0,0,0
Cruelmind,WARLOCK,662,0,1058,-86
Cudtastic,WARLOCK,56,0,135,-35
Daigonarthis,HUNTER,0,0,0,0
Darkdaemon,WARLOCK,532,0,774,-226
Darnella,ROGUE,536,0,1098,-538
Defrag,MAGE,97,0,543,-432
Defraz,PALADIN,0,0,0,0
Dijana,DRUID,925,0,1028,-79
Dotje,WARLOCK,0,0,0,0
Enlightened,PALADIN,0,0,0,0
Enoxy,WARRIOR,0,0,46,0
Ephieria,PALADIN,195,0,200,-3
Estroguen,ROGUE,0,0,46,0
Everyone,HUNTER,0,0,0,0
Farmerman,MAGE,0,0,0,0
Fizzlerick,MAGE,0,0,0,0
Fizzlewick,WARLOCK,0,0,0,0
Fredrick,WARLOCK,0,0,44,0
Frostiee,MAGE,0,0,44,0
Furguard,DRUID,514,0,525,-1
Galisa,PRIEST,250,0,403,-109
Gustu,MAGE,194,0,1098,-889
Gzeh,PRIEST,561,0,889,-304
Haoni,MAGE,479,0,969,-476
He,MAGE,0,0,0,0
Hellblazer,HUNTER,225,0,225,0
Hense,HUNTER,608,0,1008,-321
Hepburn,WARLOCK,80,0,80,0
Himmel,DRUID,0,0,0,0
Himmelbank,WARLOCK,0,0,0,0
Himmelfallen,PALADIN,734,0,1033,-270
Hubba,WARRIOR,717,0,1055,-299
Ibirowg,ROGUE,0,0,46,0
Ignutz,WARLOCK,0,0,0,0
Inheritbank,PRIEST,0,0,0,0
Joeman,WARRIOR,30,0,30,0
Jonescole,WARLOCK,0,0,0,0
Kinkygnome,ROGUE,0,0,0,0
Kolth,ROGUE,572,0,998,-385
Krasniymag,MAGE,0,0,46,0
Krissie,WARRIOR,545,0,555,0
Kru,MAGE,693,0,1108,-391
Kutta,ROGUE,0,0,0,0
Legendasn,WARLOCK,0,0,0,0
Legendsn,MAGE,397,0,769,-348
Lepa,WARLOCK,0,0,46,0
Liaza,PALADIN,0,0,0,0
Malkokote,WARRIOR,0,0,44,0
Markoboi,WARRIOR,0,0,0,0
Markovich,MAGE,165,0,457,-35
Mashie,WARRIOR,763,0,992,-179
Mcinherit,PALADIN,0,0,0,0
Mcinherita,PALADIN,0,0,44,0
Meharus,WARLOCK,0,0,0,0
Mengloð,DRUID,486,0,649,-138
Menom,DRUID,206,0,256,-6
Merell,WARRIOR,0,0,0,0
Microbank,MAGE,0,0,0,0
Moongrace,HUNTER,546,0,701,-129
Naaldlooshii,WARLOCK,401,0,455,-44
Nensi,PRIEST,20,0,20,0
Neragoul,WARRIOR,0,0,0,0
Nugged,MAGE,0,0,46,0
Nuru,PRIEST,0,0,0,0
Nuug,DRUID,0,0,0,0
Nuuh,ROGUE,440,0,889,-400
Nykurin,PRIEST,0,0,0,0
Oathbringer,PALADIN,0,0,0,0
Orymo,PRIEST,547,0,671,-98
Ozzyian,WARRIOR,659,0,1038,-350
Paavi,PRIEST,20,0,20,0
Pallukka,PALADIN,0,0,44,0
Papucs,MAGE,382,0,501,-39
Perfolion,PRIEST,0,0,46,0
Powerranger,PALADIN,226,0,554,-240
Pyrotype,WARLOCK,0,0,44,0
Ragnvald,WARRIOR,30,0,30,0
Ravenheart,HUNTER,0,0,0,0
Resetho,WARLOCK,0,0,0,0
Reshepir,WARLOCK,0,0,0,0
Ribbit,PALADIN,809,0,1198,-265
Ribbiti,MAGE,0,0,0,0
Ripulisukka,MAGE,0,0,44,0
Rupi,WARRIOR,297,0,305,-8
Saarge,WARRIOR,465,0,475,0
Samse,WARRIOR,100,0,144,0
Sankou,ROGUE,0,0,46,0
Sansloes,ROGUE,0,0,0,0
Sanslos,WARRIOR,353,0,365,-2
Shiverra,WARLOCK,407,0,469,-17
Skoggs,PALADIN,0,0,46,0
Slayhra,PRIEST,0,0,0,0
Slayra,ROGUE,112,0,493,-324
Slayrah,WARRIOR,0,0,0,0
Spaceout,ROGUE,22,0,254,-3
Starac,HUNTER,110,0,425,-127
Sturdysock,WARRIOR,0,0,0,0
Synkou,HUNTER,684,0,856,-142
Taria,MAGE,0,0,46,0
Thrandur,WARRIOR,69,0,80,-1
Tinykrissie,MAGE,0,0,0,0
Tinyslayer,ROGUE,0,0,44,0
Tommo,PRIEST,213,0,213,0
Tomte,PRIEST,573,0,1018,-420
Toxxy,WARRIOR,0,0,44,0
Trubikal,WARLOCK,0,0,0,0
Tyrandela,DRUID,0,0,46,0
Uniquespirit,PRIEST,0,0,0,0
Vaneliini,WARLOCK,0,0,46,0
Vattasmurffi,HUNTER,0,0,44,0
Viggi,ROGUE,145,0,443,-284
Vindizle,ROGUE,421,0,1463,-504
Wariu,WARRIOR,475,0,1073,-485
Waynejones,MAGE,0,0,0,0
Weirdy,MAGE,416,0,1042,-500
Wiedzmín,HUNTER,425,0,425,0
Xedulus,WARLOCK,84,0,433,-304
Zacoo,WARRIOR,420,0,1029,-585
Zarpe,HUNTER,0,0,46,0
